collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
University of Southern California,Computer Science,Masters,Accepted,Spring,International,,,,
Columbia College,Computer Science,Masters,Other,Spring,American,,,,
Dalhousie University,Computer Science,Masters,Accepted,F20,International,3.60,1,,
Cornell University,Computer Science,Masters,Accepted,F15,American,3.80,163,161,4.50
University of San Diego,Computer Science,Masters,Rejected,F19,International,,,,
University of Toronto,Computer Science -Master Of Science In Applied Computing,Masters,Rejected,F18,International,,,,
Columbia College,Computer Science,Masters,Rejected,F19,American,,,,
Brown University,Computer Science,Masters,Rejected,F16,International,3.50,169,155,3.50
Arizona State University,Computer Science,Masters,Accepted,F16,International,3.90,163,152,4.50
Carnegie Mellon University,Computer Science,Masters,Rejected,F19,International,3.50,170,157,4.00
Carnegie Mellon University,Computer Science,Masters,Rejected,F19,International,3.23,170,149,4.00
New York University,Computer Science,Masters,Other,F20,International,,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,F19,International,4.00,170,163,5.00
University of Massachusetts Amherst,Computer Science,Masters,Accepted,F20,,,,,
North Carolina State University,Computer Science,Masters,Accepted,F15,International,3.16,146,167,3.00
Worcester Polytechnic Institute,Computer Science,Masters,Accepted,F15,International,,,,
Utah State University,Computer Science,Masters,Accepted,F15,International,3.68,167,163,5.00
Princeton University,Computer Science,Masters,Rejected,F20,International,,168,160,4.00
Carnegie Mellon University,Computer Science,Masters,Accepted,F20,,,,,
University of Colorado Boulder,Computer Science,Masters,Accepted,F15,International,3.00,164,154,3.50
NCSU,Computer Science,Masters,Accepted,F15,International,,162,155,3.50
The University of British Columbia,Computer Science,Masters,Rejected,F17,American,3.70,166,159,4.50
Georgia Institute of Technology,Computer Science,Masters,Accepted,F16,International,,,,
University of Southern California,Computer Science,Masters,Other,F19,International,,,,
USC,Computer Science,Masters,Rejected,F15,International,3.40,163,150,2.50
Ohio State University-Main Campus,Computer Science,Masters,Accepted,F16,International,3.70,167,155,4.00
University of California-Santa Cruz,Computer Science,Masters,Accepted,F19,International,9.05,170,151,4.00
University of Southern California,Computer Science (Software Engineering),Masters,Accepted,F17,International,3.68,156,147,3.00
Georgia Institute of Technology,Computer Science,Masters,Accepted,F18,American,3.61,160,160,4.00
Eastern University,Computer Science ALIGN,Masters,Rejected,S18,International,3.56,160,156,3.00
"University of California, Irvine",Computer Science,Masters,Rejected,F16,International,3.90,170,155,4.00
EPFL,Computer Science,Masters,Rejected,F19,International,3.50,164,161,4.00
Georgia Institute of Technology,Computer Science,Masters,Accepted,F19,International,,170,155,4.00
University of Massachusetts Amherst,Computer Science,Masters,Other,F19,American,,,,
University of Southern California,Computer Science,Masters,Rejected,F18,International,3.84,165,158,4.50
University of California-Los Angeles,Computer Science,Masters,Rejected,F19,,,,,
University of Wisconsin-Madison,Computer Scienceputer,Masters,Accepted,F19,,3.80,,,
Amherst College,Computer Science,Masters,Other,F19,International,,,,
McGill University,Computer Science,Masters,Other,F19,,,,,
University of California-Los Angeles,Computer Science,Masters,Accepted,F20,American,3.98,170,161,4.50
Amherst College,Computer Science,Masters,Other,F20,International,,,,
"University of California, San Diego",Computer Science,Masters,Accepted,F18,American,3.60,169,164,4.50
ETH,Computer Science,Masters,Rejected,F17,International,,,,
Carnagie Mellon University (CMU),Computer Science Machine Learning,Masters,Rejected,F18,International,,162,169,3.00
University of New Brunswick,Computer Science,Masters,Other,F19,International,,,,
University of Waterloo,Computer Science Coursework,Masters,Accepted,F18,International,3.61,163,160,4.50
Brown University,Computer Science,Masters,Accepted,F19,International,,165,168,4.00
Columbia College,Computer Science,Masters,Other,Spring,American,,,,
University of Wisconsin-Madison,Computer Science,Masters,Accepted,F19,International,,,,
Carnegie Mellon University,Computer Science - ML,Masters,Wait,F19,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Rejected,F17,International,3.93,170,162,4.00
University of Southern California,Computer Science (Game Development),Masters,Rejected,F15,International,3.50,168,157,4.00
University of Wisconsin-Madison,Computer Science,Masters,Other,F20,International,,,,
EidgenÃ¶ssische Technische Hochschule ZÃ¼rich (ETH Zurich),Computer Science,Masters,Rejected,F18,International,3.94,168,166,4.50
Rice University,Computer Science,Masters,Accepted,F16,International,3.86,170,162,3.00
University of California-Los Angeles,Computer Science,Masters,Accepted,F19,International,,,,
Stanford University,Computer Science,Masters,Rejected,F15,American,,,,
Rice University,Computer Science,Masters,Rejected,F15,International,3.42,165,150,3.00
USC,Computer Science,Masters,Accepted,F15,International,,167,163,4.50
"University of California, Irvine",Computer Science(Networked Systems),Masters,Accepted,F15,International,,,,
UCSD,Computer Science,Masters,Rejected,F15,International,,,,
Univ Of Michigan Ann Arbor,Computer Science,Masters,Rejected,F15,International,,165,165,4.50
University of Waterloo,Computer Science (M.Math),Masters,Accepted,F17,International,4.00,170,163,5.50
UCLA,Computer Science,Masters,Rejected,F15,American,3.10,167,164,
Stanford University,Computer Science,Masters,Other,F19,International,,,,
UCLA,Computer Science,Masters,Other,F16,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,F19,,,,,
Davis College,Computer Science,Masters,Rejected,F15,International,,,,
University of Toronto,Computer Science,Masters,Rejected,F19,International,,,,
Amherst College,Computer Science,Masters,Accepted,F19,American,3.75,163,161,4.00
Columbia University (FFSEAS),Computer Science,Masters,Other,S17,American,,,,
University of San Diego,Computer Science,Masters,Rejected,F19,International,,169,160,4.50
Cornell University,Computer Science,Masters,Rejected,F19,International,,,,
University of Pennsylvania,Computer Science,Masters,Accepted,F17,American,3.93,162,164,5.00
Columbia College,Computer Science,Masters,Rejected,F19,International,,169,160,4.00
McGill University,Computer Science,Masters,Accepted,F19,International,4.00,170,166,5.00
Berkeley College-New York,Computer Science,Masters,Rejected,F15,International,3.87,170,161,4.00
"University at Buffalo, State University of New York",Computer Science,Masters,Accepted,F20,International,3.56,165,160,4.00
Brandeis University,Computer Science,Masters,Accepted,F17,American,3.40,165,167,4.50
University of Southern California,Computer Science,Masters,Accepted,F20,International,8.21,169,156,4.50
University of Southern California,Computer Science(Artificial Intelligence),Masters,Accepted,F20,International,3.39,,,
à¸µUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science (General),Masters,Other,F18,International,,,,
"University of California, San Diego",Computer Science And Engineering,Masters,Other,F18,International,,,,
University of Southern California,Computer Science - Scientists And Engineers,Masters,Accepted,F17,International,,,,
University of South Florida,Computer Science,Masters,Accepted,F15,International,3.14,165,145,3.00
Carnegie Mellon University,Computer Science - MSAI,Masters,Rejected,F19,International,,,,
"University Of Arizona (Tucson, AZ)",Computer Science,Masters,Accepted,F16,International,3.78,166,159,4.00
MILA,Computer Science,Masters,Rejected,F19,International,,,,
UIUC,Computer Science(MCS),Masters,Rejected,F15,International,,,,
Simon Fraser University,Computer Science In Big Data,Masters,Other,F18,International,,,,
"University of California, Irvine",Computer Science,Masters,Accepted,F15,International,3.83,153,166,3.00
UIUC,Computer Science,Masters,Rejected,F14,International,,,,
University of Southern California,Computer Science,Masters,Other,F15,International,3.70,165,159,5.00
University of Southern California,Computer Science,Masters,Accepted,F19,International,3.60,168,168,4.00
McGill University,Computer Science,Masters,Other,F17,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,F19,International,,,,
Case Western Reserve University,Computer Science,Masters,Accepted,F19,International,,,,
University of California-Los Angeles,Computer Science,Masters,Accepted,F15,American,,,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,F17,International,,,,
The University of British Columbia,Computer Science,Masters,Accepted,F16,International,3.80,,,
University of Illinois Urbana-Champaign,Computer Science,Masters,Other,F19,International,,,,
University of Toronto,Computer Science In Applied Computing,Masters,Accepted,F17,International,,,,
Stanford University,Computer Science,Masters,Rejected,F19,International,3.87,160,170,3.50
University of Illinois Urbana-Champaign,Computer Science,Masters,Other,F19,,,,,
Simon Fraser University,Computer Science (Specialization In Big Data),Masters,Accepted,F19,International,,,,
Stanford University,Computer Science,Masters,Other,F17,International,,,,
Princeton University,Computer Science,Masters,Rejected,F16,International,,,,
Columbia College,Computer Science,Masters,Accepted,Spring,American,3.91,164,160,
Princeton University,Computer Science,Masters,Rejected,F17,American,3.97,168,162,4.50
University of Toronto,Computer Science,Masters,Accepted,F17,,,,,
Yale University,Computer Science,Masters,Rejected,F16,International,,,,
University of Wisconsin-Madison,Computer Science,Masters,Accepted,F18,International,,,,
Stony Brook University,Computer Science,Masters,Accepted,F16,International,3.71,163,160,5.00
University of Southern California,Computer Science,Masters,Accepted,F15,American,3.63,,,
Columbia College,Computer Science,Masters,Interview,F19,International,,,,
University of California-Santa Barbara,Computer Science,Masters,Accepted,F17,International,3.85,167,158,4.00
Purdue University-Main Campus,Computer Science,Masters,Rejected,F15,International,3.20,167,157,5.00
University of Massachusetts Amherst,Computer Science,Masters,Other,F20,International,,,,
UIUC,Computer Science,Masters,Other,F15,International,,,,
"University of California, Irvine",Computer Science,Masters,Accepted,F15,International,,167,157,5.00
University of Toronto,Computer Science,Masters,Accepted,F17,International,,162,145,3.50
Georgia Institue Of Tech,Computer Science,Masters,Other,F15,International,,,,
University of Central Florida,Computer Science,Masters,Accepted,F19,International,,,,
Arizona State University,Computer Science,Masters,Accepted,F15,International,,165,153,3.50
University of Southern California,Computer Science,Masters,Accepted,F17,International,3.85,168,161,4.50
University of Pennsylvania,Computer Science,Masters,Rejected,F19,International,,,,
